id,picture_name,original_confidence,removed_bg_confidence
n02412080_787,n02412080_787.png,"[{349: 84.24397277832031}, {348: 14.570530891418457}, {350: 0.4295462667942047}, {346: 0.3120536804199219}, {730: 0.11592470109462738}]","[{349: 73.6689224243164}, {348: 26.217483520507812}, {350: 0.07720401883125305}, {345: 0.003760003251954913}, {353: 0.0027578407898545265}]"
n02412080_3969,n02412080_3969.png,"[{348: 91.84107971191406}, {349: 7.670532703399658}, {350: 0.06460054963827133}, {346: 0.04716283828020096}, {345: 0.042263515293598175}]","[{348: 57.96284484863281}, {349: 39.451568603515625}, {111: 1.1115165948867798}, {47: 0.17481108009815216}, {23: 0.13301070034503937}]"
n02412080_7504,n02412080_7504.png,"[{349: 75.46015930175781}, {348: 24.528579711914062}, {350: 0.00983518734574318}, {354: 0.0004701502912212163}, {346: 0.0003991845587734133}]","[{349: 88.18058776855469}, {348: 11.812673568725586}, {350: 0.005384616553783417}, {354: 0.0008282814524136484}, {364: 0.00011543759319465607}]"
n02412080_10040,n02412080_10040.png,"[{348: 55.84667205810547}, {349: 44.07996368408203}, {350: 0.049555256962776184}, {355: 0.005084834061563015}, {172: 0.003569359891116619}]","[{349: 59.770538330078125}, {348: 40.13056564331055}, {350: 0.03712806478142738}, {172: 0.02427537739276886}, {345: 0.006164838094264269}]"
n02412080_6399,n02412080_6399.png,"[{276: 78.99469757080078}, {275: 11.180903434753418}, {274: 4.147782325744629}, {343: 1.0407897233963013}, {346: 1.0270427465438843}]","[{644: 3.434701919555664}, {111: 2.724581003189087}, {818: 1.6884920597076416}, {626: 1.5937384366989136}, {530: 1.3853106498718262}]"
n02412080_23505,n02412080_23505.png,"[{348: 99.35287475585938}, {349: 0.6399226188659668}, {345: 0.0029081746470183134}, {346: 0.0010961710941046476}, {231: 0.0004835830186493695}]","[{348: 97.80287170410156}, {349: 2.1751160621643066}, {345: 0.008997056633234024}, {231: 0.0015812378842383623}, {232: 0.0011714643333107233}]"
n02412080_2939,n02412080_2939.png,"[{348: 99.87397766113281}, {349: 0.10966671258211136}, {350: 0.015099313110113144}, {347: 0.0004059174389112741}, {345: 0.00036111377994529903}]","[{348: 99.8120346069336}, {349: 0.16589346528053284}, {350: 0.019877441227436066}, {347: 0.0006805021548643708}, {345: 0.0006553680868819356}]"
n02412080_3692,n02412080_3692.png,"[{348: 96.46351623535156}, {349: 1.4214582443237305}, {171: 0.39743873476982117}, {476: 0.30766206979751587}, {345: 0.17528994381427765}]","[{172: 49.92866516113281}, {171: 18.511560440063477}, {348: 11.153061866760254}, {173: 4.170464515686035}, {169: 3.980081558227539}]"
n02412080_216,n02412080_216.png,"[{348: 97.5270004272461}, {349: 2.450005054473877}, {345: 0.003906083991751075}, {346: 0.0029010451398789883}, {350: 0.0018232007278129458}]","[{348: 93.41625213623047}, {349: 6.564695358276367}, {222: 0.0015812292695045471}, {350: 0.0015265485271811485}, {386: 0.001334449858404696}]"
n02412080_8394,n02412080_8394.png,"[{348: 98.53775024414062}, {349: 0.5377413034439087}, {362: 0.21839390695095062}, {346: 0.06536239385604858}, {345: 0.04235602542757988}]","[{348: 95.1968765258789}, {349: 2.794786214828491}, {350: 0.5105356574058533}, {362: 0.24799132347106934}, {345: 0.22480404376983643}]"
n02412080_11898,n02412080_11898.png,"[{348: 99.08926391601562}, {349: 0.9083780646324158}, {345: 0.0014820040669292212}, {350: 0.0007189449388533831}, {346: 6.0530925111379474e-05}]","[{348: 97.56256866455078}, {349: 2.4207260608673096}, {345: 0.012455909512937069}, {350: 0.0009165315423160791}, {346: 0.0005329358973540366}]"
n02412080_41963,n02412080_41963.png,"[{348: 62.7951545715332}, {349: 37.202842712402344}, {350: 0.0018573650158941746}, {346: 1.5746589269838296e-05}, {351: 1.428112773282919e-05}]","[{349: 52.23078155517578}, {348: 47.69101333618164}, {350: 0.07370993494987488}, {351: 0.0003870916843879968}, {353: 0.0003593318397179246}]"
n02412080_1846,n02412080_1846.png,"[{349: 55.840450286865234}, {348: 44.124839782714844}, {350: 0.011944502592086792}, {346: 0.00385827268473804}, {347: 0.0010862081544473767}]","[{349: 51.095436096191406}, {348: 48.83839416503906}, {350: 0.0373314693570137}, {345: 0.0013001324841752648}, {23: 0.0009693809552118182}]"
n02412080_16901,n02412080_16901.png,"[{348: 99.95170593261719}, {346: 0.024457093328237534}, {345: 0.015752587467432022}, {349: 0.005557353608310223}, {367: 0.0005346389370970428}]","[{107: 27.233633041381836}, {348: 14.253836631774902}, {126: 6.972225189208984}, {749: 6.633487224578857}, {110: 5.691061019897461}]"
n02412080_17886,n02412080_17886.png,"[{348: 65.45606231689453}, {349: 34.363162994384766}, {350: 0.11464513093233109}, {346: 0.0034687479492276907}, {972: 0.003243265440687537}]","[{348: 87.05696868896484}, {349: 11.021390914916992}, {117: 0.3394116759300232}, {350: 0.10023488104343414}, {529: 0.03547700494527817}]"
n02412080_4158,n02412080_4158.png,"[{348: 99.61214447021484}, {355: 0.3544265031814575}, {228: 0.020158469676971436}, {349: 0.004358855541795492}, {170: 0.0035153657663613558}]","[{348: 99.97993469238281}, {349: 0.018504437059164047}, {355: 0.00042222574120387435}, {350: 0.0002779235946945846}, {228: 0.00012267120473552495}]"
n02412080_8210,n02412080_8210.png,"[{348: 99.38436889648438}, {349: 0.5978712439537048}, {171: 0.004128650296479464}, {172: 0.0019337056437507272}, {362: 0.001759098144248128}]","[{348: 97.5784683227539}, {349: 2.1092734336853027}, {626: 0.034736569970846176}, {447: 0.024085575714707375}, {171: 0.02129346877336502}]"
n02412080_17130,n02412080_17130.png,"[{349: 68.90888214111328}, {348: 31.09096336364746}, {350: 0.00013148962170816958}, {346: 5.235997377894819e-06}, {386: 4.9385994316253345e-06}]","[{349: 70.48860168457031}, {348: 29.511293411254883}, {350: 8.448505104752257e-05}, {346: 4.795203039975604e-06}, {386: 3.834066774288658e-06}]"
n02412080_51317,n02412080_51317.png,"[{349: 62.629878997802734}, {348: 37.26606750488281}, {350: 0.050370294600725174}, {354: 0.006774467416107655}, {346: 0.002827373333275318}]","[{349: 64.39399719238281}, {348: 35.36662673950195}, {350: 0.06337755173444748}, {272: 0.009809140115976334}, {111: 0.009318833239376545}]"
n02412080_7720,n02412080_7720.png,"[{348: 92.78540802001953}, {349: 7.177373886108398}, {350: 0.017808228731155396}, {272: 0.004193843808025122}, {269: 0.0008715096628293395}]","[{348: 85.98579406738281}, {349: 9.871928215026855}, {112: 1.4783461093902588}, {350: 0.14006279408931732}, {849: 0.13886597752571106}]"
n02412080_371,n02412080_371.png,"[{348: 99.8750228881836}, {349: 0.12474635988473892}, {350: 0.00014970352640375495}, {257: 1.958834945980925e-05}, {355: 7.035348517092643e-06}]","[{348: 99.72380065917969}, {349: 0.2750665843486786}, {350: 0.000427480525104329}, {257: 8.657107537146658e-05}, {190: 2.7384001441532746e-05}]"
n02412080_2185,n02412080_2185.png,"[{348: 96.68920135498047}, {349: 3.28528094291687}, {350: 0.01019082497805357}, {346: 0.009543194435536861}, {345: 0.0011911025503650308}]","[{348: 84.239990234375}, {349: 15.749594688415527}, {350: 0.008745064958930016}, {346: 0.0005038703675381839}, {345: 0.0002615556586533785}]"
n02412080_12082,n02412080_12082.png,"[{348: 98.54570007324219}, {355: 0.7510457038879395}, {349: 0.1310528665781021}, {388: 0.0836588516831398}, {342: 0.08005594462156296}]","[{348: 97.49394989013672}, {349: 0.5180506706237793}, {99: 0.25754523277282715}, {126: 0.1504257768392563}, {51: 0.13938160240650177}]"
n02412080_14413,n02412080_14413.png,"[{362: 34.208683013916016}, {348: 27.414278030395508}, {349: 7.738579750061035}, {336: 3.6734819412231445}, {358: 3.580704689025879}]","[{296: 52.98555374145508}, {5: 5.0374016761779785}, {348: 3.756182909011841}, {270: 3.3943982124328613}, {279: 1.8764498233795166}]"
n02412080_19026,n02412080_19026.png,"[{348: 98.43778991699219}, {349: 0.79964280128479}, {350: 0.21654722094535828}, {345: 0.19614411890506744}, {341: 0.07745183259248734}]","[{348: 93.31082916259766}, {296: 2.0208160877227783}, {349: 1.0808122158050537}, {350: 0.9344804883003235}, {341: 0.7052265405654907}]"
n02412080_23742,n02412080_23742.png,"[{348: 95.20618438720703}, {355: 3.1579155921936035}, {349: 1.2750447988510132}, {353: 0.07896682620048523}, {341: 0.04911215603351593}]","[{348: 87.13005065917969}, {349: 8.561637878417969}, {149: 0.5280971527099609}, {350: 0.3931272327899933}, {341: 0.38284608721733093}]"
n02412080_14811,n02412080_14811.png,"[{348: 92.33992767333984}, {349: 2.5282795429229736}, {355: 1.1365458965301514}, {980: 0.689473569393158}, {222: 0.3979657292366028}]","[{112: 11.68065357208252}, {938: 6.393826007843018}, {190: 5.325567722320557}, {452: 4.63206148147583}, {911: 4.369272708892822}]"
n02412080_19330,n02412080_19330.png,"[{348: 98.3991928100586}, {349: 0.7106717228889465}, {181: 0.08886752277612686}, {228: 0.07665448635816574}, {289: 0.07098110765218735}]","[{348: 97.80139923095703}, {349: 1.0745173692703247}, {181: 0.09709986299276352}, {289: 0.08515246957540512}, {350: 0.08266320079565048}]"
n02412080_23739,n02412080_23739.png,"[{348: 72.9734115600586}, {345: 5.08320951461792}, {386: 4.9442458152771}, {349: 3.3134098052978516}, {385: 3.124246835708618}]","[{348: 17.368038177490234}, {385: 7.069362163543701}, {178: 6.347967624664307}, {190: 4.783266544342041}, {345: 4.109158515930176}]"
n02412080_19,n02412080_19.png,"[{349: 55.711917877197266}, {348: 44.27227783203125}, {350: 0.01576888933777809}, {346: 7.141237347241258e-06}, {345: 3.60388662556943e-06}]","[{348: 60.05671691894531}, {349: 39.83363342285156}, {350: 0.037378858774900436}, {345: 0.005098570603877306}, {112: 0.003621073206886649}]"
n02412080_14414,n02412080_14414.png,"[{348: 99.45079803466797}, {349: 0.5427804589271545}, {350: 0.003154313424602151}, {347: 0.0005153328529559076}, {345: 0.0004358708392828703}]","[{348: 99.7985610961914}, {349: 0.19307959079742432}, {350: 0.0015605060616508126}, {222: 0.0006270050653256476}, {257: 0.0003898932773154229}]"
n02412080_7585,n02412080_7585.png,"[{348: 99.83402252197266}, {349: 0.12808597087860107}, {341: 0.01770944893360138}, {345: 0.004909643903374672}, {355: 0.0028629261068999767}]","[{348: 99.27099609375}, {349: 0.7194003462791443}, {345: 0.0017118571558967233}, {350: 0.001112939091399312}, {126: 0.000497418746817857}]"
n02412080_18901,n02412080_18901.png,"[{348: 99.90506744384766}, {169: 0.02306513860821724}, {349: 0.019526278600096703}, {228: 0.010096844285726547}, {222: 0.010043160989880562}]","[{348: 96.8843002319336}, {169: 1.0382506847381592}, {228: 0.5970911979675293}, {222: 0.47232359647750854}, {911: 0.3022124171257019}]"
n02412080_4476,n02412080_4476.png,"[{348: 77.9090805053711}, {349: 22.06148338317871}, {350: 0.028738534078001976}, {351: 0.00016780760779511184}, {730: 0.0001294959511142224}]","[{348: 76.961669921875}, {349: 22.94632339477539}, {350: 0.0908452495932579}, {353: 0.00025747562176547945}, {351: 0.00024161454348359257}]"
n02412080_17152,n02412080_17152.png,"[{349: 57.08013153076172}, {348: 42.91197967529297}, {350: 0.005664138123393059}, {346: 0.000229550976655446}, {353: 0.0001393886050209403}]","[{348: 53.6832160949707}, {349: 46.28056335449219}, {350: 0.017917575314641}, {878: 0.0014767431421205401}, {345: 0.0007954694447107613}]"
n02412080_1495,n02412080_1495.png,"[{348: 88.3609619140625}, {349: 11.632050514221191}, {354: 0.0035658893175423145}, {350: 0.0010135768679901958}, {172: 0.0008745748200453818}]","[{348: 83.73014068603516}, {349: 16.21663475036621}, {169: 0.016729384660720825}, {350: 0.012749128974974155}, {176: 0.004669394344091415}]"
n02412080_14962,n02412080_14962.png,"[{348: 94.8315658569336}, {349: 3.3838284015655518}, {347: 0.6158478856086731}, {342: 0.2928893566131592}, {104: 0.11789125949144363}]","[{348: 88.76000213623047}, {349: 9.210538864135742}, {345: 0.29040566086769104}, {397: 0.2288033664226532}, {296: 0.18663740158081055}]"
n02412080_10382,n02412080_10382.png,"[{348: 62.68293380737305}, {349: 37.3060302734375}, {350: 0.010796050541102886}, {346: 2.0322953787399456e-05}, {347: 1.686298128333874e-05}]","[{348: 80.13438415527344}, {349: 19.863651275634766}, {350: 0.0013207901502028108}, {345: 0.000141814787639305}, {346: 4.969714427716099e-05}]"
n02412080_8189,n02412080_8189.png,"[{348: 99.73033905029297}, {345: 0.14543907344341278}, {349: 0.0940399095416069}, {346: 0.015301603823900223}, {355: 0.004430582281202078}]","[{348: 99.52123260498047}, {349: 0.30594196915626526}, {345: 0.12834319472312927}, {346: 0.024047380313277245}, {350: 0.009431865997612476}]"
n02412080_4347,n02412080_4347.png,"[{348: 79.94535064697266}, {349: 20.023330688476562}, {350: 0.028863757848739624}, {272: 0.000748399063013494}, {232: 0.00010631544864736497}]","[{348: 82.02734375}, {349: 14.30970287322998}, {272: 1.5176738500595093}, {126: 0.5446458458900452}, {350: 0.4546482563018799}]"
n02412080_49682,n02412080_49682.png,"[{348: 97.5969467163086}, {349: 1.5425969362258911}, {355: 0.14598476886749268}, {350: 0.0891435518860817}, {345: 0.047836024314165115}]","[{348: 97.13817596435547}, {349: 1.667330026626587}, {296: 0.4647029936313629}, {350: 0.44404226541519165}, {222: 0.028373058885335922}]"
n02412080_1867,n02412080_1867.png,"[{348: 98.94120025634766}, {349: 1.0248918533325195}, {232: 0.002603634027764201}, {355: 0.001675259554758668}, {345: 0.0015012032818049192}]","[{348: 95.7007064819336}, {349: 4.283227920532227}, {117: 0.00207767216488719}, {996: 0.001166301197372377}, {350: 0.0007777521386742592}]"
n02412080_4830,n02412080_4830.png,"[{348: 53.730159759521484}, {349: 46.24352264404297}, {350: 0.017701763659715652}, {240: 0.0045080711133778095}, {970: 0.0011425820412114263}]","[{349: 66.65255737304688}, {348: 25.35456657409668}, {171: 2.460805892944336}, {151: 1.2770804166793823}, {354: 0.7929784059524536}]"
n02412080_3146,n02412080_3146.png,"[{348: 95.26567840576172}, {349: 2.6182265281677246}, {347: 0.6233932971954346}, {355: 0.4242865741252899}, {350: 0.3969677686691284}]","[{348: 81.66021728515625}, {349: 15.748594284057617}, {350: 0.8454743027687073}, {355: 0.14716924726963043}, {354: 0.12434714287519455}]"
n02412080_8282,n02412080_8282.png,"[{349: 51.171119689941406}, {348: 48.52599334716797}, {350: 0.3004155457019806}, {346: 0.0015703006647527218}, {351: 0.0004173957568127662}]","[{348: 89.768310546875}, {349: 9.471060752868652}, {350: 0.36819690465927124}, {353: 0.08325386047363281}, {355: 0.07070598006248474}]"
n02412080_842,n02412080_842.png,"[{348: 55.89799118041992}, {349: 43.18234634399414}, {350: 0.5629456639289856}, {346: 0.08771000802516937}, {345: 0.03532212972640991}]","[{348: 49.4770622253418}, {349: 48.283241271972656}, {350: 1.6763097047805786}, {270: 0.10527684539556503}, {272: 0.054806649684906006}]"
n02412080_8265,n02412080_8265.png,"[{348: 86.7664794921875}, {349: 7.451852321624756}, {355: 2.137416124343872}, {353: 0.6497486233711243}, {354: 0.5127782821655273}]","[{349: 61.190773010253906}, {348: 27.316560745239258}, {354: 1.0204854011535645}, {296: 0.8491427898406982}, {51: 0.586379885673523}]"
n02412080_19451,n02412080_19451.png,"[{349: 57.22047805786133}, {348: 33.99775314331055}, {343: 5.3525896072387695}, {347: 1.381370186805725}, {342: 0.4677990972995758}]","[{112: 11.234187126159668}, {971: 5.651937961578369}, {783: 5.3068084716796875}, {270: 4.739558696746826}, {349: 4.71470308303833}]"
n02412080_40811,n02412080_40811.png,"[{349: 50.14097213745117}, {348: 48.10367202758789}, {350: 0.38800737261772156}, {23: 0.18842248618602753}, {996: 0.18578682839870453}]","[{348: 8.29604721069336}, {349: 7.607422828674316}, {643: 6.540324687957764}, {117: 4.701443195343018}, {112: 4.33249044418335}]"
n02412080_1567,n02412080_1567.png,"[{348: 89.8990707397461}, {349: 8.91962718963623}, {354: 0.4287840723991394}, {346: 0.13843490183353424}, {386: 0.10373923182487488}]","[{348: 88.51077270507812}, {349: 11.171978950500488}, {350: 0.09234913438558578}, {109: 0.03557492047548294}, {996: 0.019508175551891327}]"
n02412080_3511,n02412080_3511.png,"[{348: 99.43704223632812}, {349: 0.5623671412467957}, {345: 0.00046474862028844655}, {350: 2.7015341402147897e-05}, {346: 1.8865070160245523e-05}]","[{348: 99.44186401367188}, {349: 0.5578379034996033}, {345: 0.00024086337361950427}, {350: 2.027811569860205e-05}, {346: 1.3949910680821631e-05}]"
n02412080_48940,n02412080_48940.png,"[{348: 79.63053894042969}, {349: 20.333932876586914}, {350: 0.016847673803567886}, {172: 0.008701575919985771}, {169: 0.001604435732588172}]","[{348: 78.90653991699219}, {349: 19.502595901489258}, {172: 0.7518500089645386}, {171: 0.11665548384189606}, {169: 0.10697194188833237}]"
n02412080_18245,n02412080_18245.png,"[{349: 50.97251510620117}, {348: 49.020538330078125}, {350: 0.0038581928238272667}, {346: 0.00044673457159660757}, {825: 0.00010463447688380256}]","[{349: 50.88140869140625}, {348: 49.10438919067383}, {350: 0.0015671669971197844}, {272: 0.0013748548226431012}, {117: 0.0009353484492748976}]"
n02412080_55520,n02412080_55520.png,"[{348: 77.12843322753906}, {349: 22.871463775634766}, {350: 9.897573909256607e-05}, {346: 6.096238536201781e-08}, {240: 3.535494030870723e-08}]","[{349: 56.62102127075195}, {348: 43.378822326660156}, {350: 0.00013629633758682758}, {291: 2.0103700535401003e-06}, {354: 1.2139418004153413e-06}]"
n02412080_7252,n02412080_7252.png,"[{348: 61.398231506347656}, {349: 38.59757995605469}, {350: 0.0038015011232346296}, {351: 0.00014584252494387329}, {272: 9.215197496814653e-05}]","[{349: 64.51618957519531}, {348: 35.38939666748047}, {350: 0.08552015572786331}, {272: 0.002533965278416872}, {177: 0.0005192924872972071}]"
n02412080_18473,n02412080_18473.png,"[{349: 55.06198501586914}, {348: 44.8353157043457}, {350: 0.10194101929664612}, {272: 7.4460418545641e-05}, {269: 5.0252110668225214e-05}]","[{349: 73.02223205566406}, {348: 26.689199447631836}, {350: 0.26981300115585327}, {353: 0.0015215211315080523}, {172: 0.0011292803101241589}]"
n02412080_20454,n02412080_20454.png,"[{348: 64.04551696777344}, {349: 35.938270568847656}, {350: 0.01568589173257351}, {346: 0.00012619807966984808}, {345: 5.6452838180121034e-05}]","[{348: 81.29981231689453}, {349: 18.689382553100586}, {350: 0.006186879705637693}, {126: 0.00047245994210243225}, {111: 0.00022306173923425376}]"
